ID,RoundSteak,GroundBeef,PorkChops,Chicken,Bacon,WholeMilk,Cheese,Eggs,Bread,Macaroni,Flour,Apples,Bananas,Potatoes,Sugar
Oct-98,4.0824,1.72368,3.937248,1.923264,1.675,5.434,4.826304,1.79,0.88032,0.86184,0.6277824,1.047816,0.512568,0.289296,0.557928
Nov-98,4.300128,1.741824,3.8556,1.941408,1.655,5.434,4.790016,1.79,0.8736,0.86184,0.6314112,1.038744,0.567,0.3024,0.553392
Dec-98,4.186728,1.74636,3.7422,1.9278,1.595,5.434,4.844448,1.8,0.88032,0.870912,0.6241536,1.002456,0.576072,0.308448,0.55566
Jan-99,4.0824,1.696464,3.601584,1.9278,1.56,5.434,4.790016,1.79,0.8736,0.86184,0.6404832,1.047816,0.557928,0.311472,0.560196
Feb-99,4.245696,1.741824,3.724056,1.923264,1.54,5.434,4.862592,1.79,0.88032,0.870912,0.63504,1.011528,0.571536,0.321552,0.553392
Mar-99,4.159512,1.759968,3.6288,1.868832,1.59,5.472,4.862592,1.8,0.86688,0.852768,0.6241536,1.079568,0.539784,0.326592,0.553392
Apr-99,4.291056,1.76904,3.633336,1.868832,1.565,5.472,4.790016,1.79,0.8736,0.852768,0.6386688,1.061424,0.562464,0.329616,0.551124
May-99,4.114152,1.755432,3.714984,1.923264,1.605,5.472,4.735584,1.78,0.8736,0.870912,0.6386688,1.093176,0.576072,0.338688,0.551124
Jun-99,4.168584,1.796256,3.728592,1.9278,1.63,5.472,4.753728,1.74,0.88032,0.889056,0.6422976,1.129464,0.567,0.4032,0.548856
Jul-99,4.254768,1.76904,3.71952,1.914192,1.625,5.472,4.80816,1.77,0.88704,0.879984,0.6422976,1.165752,0.535248,0.439488,0.551124
Aug-99,4.21848,1.76904,3.746736,1.955016,1.685,5.472,4.80816,1.74,0.88704,0.879984,0.6386688,1.183896,0.557928,0.401184,0.553392
Sep-99,4.236624,1.796256,3.751272,1.99584,1.735,5.51,4.790016,1.74,0.8736,0.870912,0.6314112,1.15668,0.508032,0.3528,0.553392
Oct-99,4.209408,1.778112,3.733128,1.900584,1.725,5.51,4.753728,1.78,0.88704,0.889056,0.6277824,1.115856,0.508032,0.34776,0.557928
Nov-99,4.213944,1.782648,3.783024,1.941408,1.715,5.51,4.771872,1.78,0.89376,0.870912,0.6277824,1.047816,0.526176,0.341712,0.553392
Dec-99,4.141368,1.805328,3.660552,1.955016,1.705,5.51,4.499712,1.79,0.89376,0.879984,0.616896,1.08864,0.530712,0.338688,0.551124
Jan-00,4.10508,1.83708,3.705912,1.982232,1.74,5.51,4.590432,1.82,0.88704,0.879984,0.598752,1.056888,0.535248,0.334656,0.54432
Feb-00,4.245696,1.896048,3.710448,1.941408,1.785,5.586,4.517856,1.82,0.88704,0.86184,0.598752,1.056888,0.571536,0.33768,0.54432
Mar-00,4.24116,1.909656,3.805704,1.986768,1.87,5.624,4.463424,1.82,0.89376,0.852768,0.6023808,1.079568,0.562464,0.33768,0.542052
Apr-00,4.33188,1.97316,3.887352,1.986768,1.885,5.662,4.44528,1.82,0.89376,0.86184,0.5951232,1.097712,0.567,0.356832,0.537516
May-00,4.33188,1.964088,4.046112,1.991304,1.99,5.662,4.481568,1.86,0.90048,0.834624,0.6114528,1.11132,0.557928,0.39312,0.537516
Jun-00,4.368168,1.986768,4.123224,1.986768,2.06,5.662,4.427136,1.82,0.92064,0.879984,0.607824,1.143072,0.553392,0.42336,0.535248
Jul-00,4.4226,2.013984,4.1958,2.013984,2.14,5.662,4.517856,1.87,0.92064,0.852768,0.6223392,1.211112,0.562464,0.492912,0.535248
Aug-00,4.477032,2.009448,4.200336,2.027592,2.15,5.7,4.44528,1.87,0.93408,0.879984,0.625968,1.256472,0.553392,0.4788,0.54432
Sep-00,4.39992,2.01852,4.168584,1.977696,2.15,5.662,4.481568,1.89,0.9072,0.889056,0.6132672,1.229256,0.530712,0.387072,0.542052
Oct-00,4.472496,2.027592,4.141368,2.045736,2.07,5.7,4.517856,1.87,0.92064,0.889056,0.6096384,1.143072,0.54432,0.360864,0.548856
Nov-00,4.440744,2.045736,4.10508,1.991304,1.99,5.7,4.499712,1.91,0.91392,0.898128,0.5933088,1.147608,0.54432,0.346752,0.548856
Dec-00,4.6494,2.059344,4.191264,2.01852,1.915,5.7,4.536,1.92,0.93408,0.9072,0.6023808,1.147608,0.548856,0.358848,0.569268
Jan-01,4.721976,2.091096,4.177656,2.054808,1.985,5.7,4.499712,1.93,0.93408,0.870912,0.6150816,1.143072,0.585144,0.36288,0.560196
Feb-01,5.048568,2.172744,4.10508,2.032128,1.93,5.928,4.481568,1.93,0.93408,0.898128,0.607824,1.174824,0.598752,0.356832,0.551124
Mar-01,5.202792,2.299752,4.272912,1.991304,1.985,5.966,4.499712,1.96,0.9408,0.9072,0.6132672,1.143072,0.58968,0.340704,0.548856
Apr-01,5.30712,2.317896,4.594968,2.054808,1.98,5.928,4.481568,1.96,0.93408,0.898128,0.6096384,1.147608,0.585144,0.351792,0.551124
May-01,5.161968,2.322432,4.477032,2.068416,2.165,5.89,4.463424,1.98,0.94752,0.879984,0.6277824,1.170288,0.598752,0.366912,0.557928
Jun-01,5.143824,2.345112,4.531464,2.082024,2.19,5.89,4.427136,1.99,0.95424,0.889056,0.6314112,1.206576,0.585144,0.370944,0.55566
Jul-01,4.957848,2.340576,4.58136,2.145528,2.235,5.928,4.481568,1.96,0.95424,0.9072,0.63504,1.220184,0.603288,0.467712,0.55566
Aug-01,4.939704,2.308824,4.590432,2.145528,2.27,5.928,4.481568,1.98,0.96096,0.898128,0.6422976,1.233792,0.594216,0.441504,0.553392
Sep-01,5.071248,2.33604,4.472496,2.163672,2.3,5.89,4.463424,1.97,0.96768,0.9072,0.6241536,1.238328,0.576072,0.363888,0.551124
Oct-01,5.05764,2.372328,4.58136,2.190888,2.23,5.89,4.44528,1.96,0.96768,0.916272,0.6041952,1.242864,0.567,0.34776,0.551124
Nov-01,4.9896,2.35872,4.495176,2.150064,2.185,5.89,4.463424,1.97,0.9744,0.916272,0.607824,1.17936,0.553392,0.380016,0.546588
Dec-01,5.202792,2.399544,4.46796,2.13192,2.14,5.928,4.499712,1.97,0.96096,0.9072,0.6114528,1.261008,0.58968,0.394128,0.55566
Jan-02,5.048568,2.42676,4.495176,2.204496,2.08,5.928,4.481568,1.94,0.98112,0.879984,0.6314112,1.29276,0.571536,0.394128,0.567
Feb-02,5.107536,2.458512,4.536,2.1546,2.11,6.118,4.463424,1.99,0.98784,0.889056,0.625968,1.265544,0.576072,0.39816,0.557928
Mar-02,5.12568,2.413152,4.340952,2.150064,2.1,6.118,4.44528,1.99,0.99456,0.898128,0.6132672,1.301832,0.54432,0.425376,0.546588
Apr-02,5.152896,2.481192,4.359096,2.136456,2.125,6.118,4.517856,2.01,1.00128,0.9072,0.6187104,1.319976,0.571536,0.477792,0.55566
May-02,5.184648,2.440368,4.327344,2.186352,2.13,6.118,4.517856,2.01,1.008,0.925344,0.6241536,1.33812,0.557928,0.520128,0.553392
Jun-02,5.12568,2.481192,4.386312,2.140992,2.08,6.118,4.536,2.01,1.01472,0.925344,0.625968,1.3608,0.562464,0.60984,0.546588
Jul-02,5.121144,2.417688,4.250232,2.186352,2.1,6.118,4.536,1.99,1.02144,0.916272,0.6295968,1.365336,0.567,0.63,0.553392
Aug-02,5.025888,2.503872,4.300128,2.163672,2.105,6.118,4.536,2.02,1.01472,0.9072,0.6314112,1.465128,0.548856,0.563472,0.548856
Sep-02,4.92156,2.47212,4.254768,2.118312,2.135,6.118,4.517856,2.06,1.01472,0.889056,0.6241536,1.501416,0.548856,0.455616,0.54432
Oct-02,4.994136,2.499336,4.300128,2.186352,2.06,6.118,4.499712,2.09,1.02816,0.9072,0.6132672,1.415232,0.562464,0.425376,0.546588
Nov-02,5.03496,2.467584,4.227552,2.190888,2.095,6.118,4.536,2.12,1.05504,0.934416,0.6404832,1.310904,0.548856,0.424368,0.548856
Dec-02,5.166504,2.458512,4.236624,2.181816,2.085,6.156,4.590432,2.15,1.08864,0.961632,0.6459264,1.356264,0.576072,0.41832,0.546588
Jan-03,5.184648,2.544696,4.26384,2.195424,2.135,6.156,4.517856,2.16,1.08864,0.95256,0.6568128,1.369872,0.571536,0.429408,0.557928
Feb-03,5.484024,2.6082,4.26384,2.145528,2.105,6.27,4.554144,2.16,1.0752,0.925344,0.644112,1.31544,0.585144,0.424368,0.55566
Mar-03,5.552064,2.58552,4.363632,2.209032,2.185,6.27,4.572288,2.15,1.09536,0.925344,0.6495552,1.319976,0.58968,0.42336,0.553392
Apr-03,5.706288,2.67624,4.277448,2.258928,2.195,6.308,4.590432,2.14,1.09536,0.95256,0.6459264,1.279152,0.58968,0.40824,0.553392
May-03,5.28444,2.649024,4.340952,2.263464,2.215,6.308,4.517856,2.15,1.08864,0.943488,0.662256,1.329048,0.585144,0.417312,0.553392
Jun-03,5.248152,2.567376,4.413528,2.258928,2.205,6.308,4.572288,2.12,1.09536,0.943488,0.6586272,1.342656,0.557928,0.41328,0.55566
Jul-03,5.257224,2.363256,4.340952,2.29068,2.235,6.346,4.590432,2.16,1.09536,0.95256,0.6604416,1.3608,0.576072,0.404208,0.55566
Aug-03,4.844448,2.082024,4.268376,2.31336,2.29,6.346,4.608576,2.19,1.10208,0.925344,0.6549984,1.3608,0.580608,0.405216,0.548856
Sep-03,4.948776,2.032128,4.159512,2.258928,2.225,6.346,4.608576,2.19,1.08864,0.925344,0.63504,1.356264,0.539784,0.335664,0.546588
Oct-03,5.19372,2.168208,4.372704,2.304288,2.235,6.346,4.590432,2.2,1.10208,0.925344,0.6223392,1.288224,0.535248,0.309456,0.546588
Nov-03,5.5566,2.31336,4.281984,2.340576,2.23,6.346,4.590432,2.21,1.08864,0.9072,0.6223392,1.27008,0.557928,0.319536,0.542052
Dec-03,5.438664,2.326968,4.3092,2.31336,2.135,6.346,4.644864,2.19,1.09536,0.934416,0.6368544,1.301832,0.567,0.338688,0.54432
Jan-04,5.3298,2.304288,4.209408,2.322432,2.165,6.346,4.572288,2.18,1.09536,0.9072,0.6477408,1.342656,0.562464,0.331632,0.546588
Feb-04,5.660928,2.331504,4.3092,2.326968,2.2,6.46,4.608576,2.17,1.08192,0.889056,0.644112,1.319976,0.562464,0.325584,0.535248
Mar-04,5.461344,2.363256,4.33188,2.29068,2.225,6.498,4.62672,2.18,1.09536,0.889056,0.6386688,1.369872,0.52164,0.323568,0.530712
Apr-04,5.570208,2.354184,4.359096,2.31336,2.205,6.498,4.572288,2.14,1.15584,0.9072,0.63504,1.388016,0.535248,0.329616,0.523908
May-04,5.565672,2.354184,4.531464,2.376864,2.295,6.498,4.590432,2.22,1.15584,0.898128,0.644112,1.437912,0.530712,0.324576,0.526176
Jun-04,5.665464,2.476656,4.817232,2.522016,2.445,6.498,4.590432,2.26,1.16256,0.9072,0.6513696,1.469664,0.557928,0.354816,0.530712
Jul-04,5.48856,2.508408,4.867128,2.467584,2.51,6.498,4.536,2.29,1.1424,0.898128,0.653184,1.501416,0.539784,0.394128,0.537516
Aug-04,5.656392,2.522016,4.862592,2.512944,2.565,6.498,4.536,2.29,1.14912,0.9072,0.653184,1.505952,0.557928,0.396144,0.54432
Sep-04,5.561136,2.544696,4.7628,2.4948,2.545,6.498,4.554144,2.3,1.13568,0.898128,0.653184,1.465128,0.526176,0.36792,0.546588
Oct-04,5.561136,2.526552,4.821768,2.499336,2.525,6.498,4.572288,2.26,1.14912,0.916272,0.644112,1.324512,0.54432,0.3276,0.53298
Nov-04,5.53392,2.558304,4.62672,2.390472,2.515,6.536,4.608576,2.3,1.13568,0.916272,0.6459264,1.261008,0.526176,0.324576,0.530712
Dec-04,5.479488,2.571912,4.631256,2.42676,2.36,6.498,4.644864,2.28,1.1424,0.925344,0.6368544,1.215648,0.517104,0.336672,0.535248
Jan-05,5.638248,2.531088,4.622184,2.413152,2.415,6.536,4.608576,2.3,1.13568,0.898128,0.6422976,1.265544,0.517104,0.338688,0.539784
Feb-05,5.665464,2.485728,4.699296,2.3814,2.42,6.726,4.590432,2.27,1.12896,0.889056,0.644112,1.229256,0.548856,0.351792,0.537516
Mar-05,5.520312,2.544696,4.599504,2.399544,2.425,6.764,4.62672,2.25,1.13568,0.898128,0.6459264,1.197504,0.54432,0.343728,0.542052
Apr-05,5.470416,2.571912,4.572288,2.42676,2.375,6.802,4.790016,2.26,1.20288,0.916272,0.6477408,1.17936,0.526176,0.3528,0.54432
May-05,5.565672,2.553768,4.55868,2.431296,2.385,6.802,4.790016,2.23,1.19616,0.916272,0.653184,1.233792,0.548856,0.348768,0.542052
Jun-05,5.570208,2.553768,4.635792,2.40408,2.345,6.802,4.826304,2.22,1.20288,0.9072,0.6477408,1.297296,0.535248,0.380016,0.53298
Jul-05,5.411448,2.558304,4.576824,2.435832,2.345,6.802,4.862592,2.27,1.19616,0.9072,0.6513696,1.329048,0.512568,0.42336,0.535248
Aug-05,5.316192,2.56284,4.549608,2.413152,2.38,6.802,4.862592,2.27,1.2096,0.916272,0.6549984,1.3608,0.526176,0.45864,0.53298
Sep-05,5.343408,2.54016,4.481568,2.444904,2.365,6.802,4.826304,2.25,1.18944,0.889056,0.6495552,1.297296,0.503496,0.4536,0.523908
Oct-05,5.370624,2.549232,4.522392,2.44944,2.4,6.802,4.826304,2.28,1.22304,0.9072,0.6386688,1.27008,0.535248,0.4536,0.52164
Nov-05,5.402376,2.580984,4.4226,2.40408,2.395,6.802,4.826304,2.28,1.22304,0.916272,0.6277824,1.2474,0.52164,0.434448,0.526176
Dec-05,5.474952,2.56284,4.44528,2.354184,2.34,6.84,4.844448,2.26,1.20288,0.9072,0.6150816,1.310904,0.539784,0.436464,0.519372
Jan-06,5.484024,2.544696,4.272912,2.440368,2.37,6.84,4.790016,2.29,1.2096,0.889056,0.6477408,1.319976,0.539784,0.48888,0.528444
Feb-06,5.429592,2.576448,4.368168,2.3814,2.34,7.03,4.735584,2.3,1.24992,0.9072,0.6422976,1.297296,0.557928,0.475776,0.539784
Mar-06,5.42052,2.54016,4.1958,2.399544,2.33,7.068,4.844448,2.3,1.25664,0.916272,0.644112,1.288224,0.557928,0.471744,0.535248
Apr-06,5.334336,2.58552,4.322808,2.376864,2.3,7.068,4.89888,2.3,1.26336,0.925344,0.6332256,1.274616,0.562464,0.466704,0.548856
May-06,5.347944,2.567376,4.204872,2.385936,2.275,7.068,4.917024,2.34,1.28352,0.943488,0.6604416,1.288224,0.571536,0.512064,0.553392
Jun-06,5.343408,2.594592,4.191264,2.363256,2.295,7.068,4.971456,2.36,1.28352,0.934416,0.6676992,1.310904,0.580608,0.53928,0.542052
Jul-06,5.320728,2.594592,4.191264,2.431296,2.315,7.068,4.917024,2.35,1.30368,0.934416,0.6658848,1.388016,0.562464,0.55944,0.551124
Aug-06,5.279904,2.580984,4.33188,2.42676,2.295,7.068,4.89888,2.36,1.29024,0.934416,0.6549984,1.501416,0.548856,0.57456,0.54432
Sep-06,5.434128,2.703456,4.363632,2.44944,2.38,7.106,4.880736,2.36,1.27008,0.925344,0.653184,1.515024,0.517104,0.476784,0.539784
Oct-06,5.402376,2.707992,4.345488,2.481192,2.325,7.22,4.971456,2.31,1.29024,0.934416,0.644112,1.437912,0.54432,0.450576,0.542052
Nov-06,5.366088,2.680776,4.223016,2.4948,2.3,7.22,5.025888,2.36,1.33056,0.934416,0.6386688,1.397088,0.539784,0.44856,0.537516
Dec-06,5.39784,2.69892,4.236624,2.40408,2.305,7.22,4.971456,2.38,1.35744,0.898128,0.6241536,1.424304,0.54432,0.442512,0.535248
Jan-07,5.46588,2.662632,4.322808,2.47212,2.325,7.22,5.007744,2.4,1.35744,0.889056,0.6549984,1.410696,0.557928,0.449568,0.539784
Feb-07,5.542992,2.694384,4.236624,2.54016,2.35,7.448,4.971456,2.4,1.3776,0.889056,0.662256,1.42884,0.562464,0.439488,0.535248
Mar-07,5.520312,2.649024,4.136832,2.54016,2.345,7.448,5.025888,2.44,1.36416,0.925344,0.644112,1.446984,0.562464,0.431424,0.535248
Apr-07,5.60196,2.685312,4.322808,2.63088,2.3,7.486,5.08032,2.46,1.38432,0.925344,0.6404832,1.442448,0.562464,0.409248,0.539784
May-07,5.629176,2.67624,4.272912,2.58552,2.325,7.486,5.044032,2.47,1.3776,0.95256,0.6549984,1.442448,0.567,0.432432,0.528444
Jun-07,5.5566,2.712528,4.259304,2.571912,2.36,7.486,4.9896,2.47,1.39104,0.9072,0.6568128,1.460592,0.562464,0.450576,0.528444
Jul-07,5.406912,2.685312,4.318272,2.594592,2.38,7.448,5.044032,2.48,1.4112,0.943488,0.662256,1.437912,0.567,0.471744,0.53298
Aug-07,5.4432,2.662632,4.318272,2.56284,2.355,7.486,4.9896,2.46,1.39104,0.943488,0.6549984,1.465128,0.562464,0.501984,0.535248
Sep-07,5.39784,2.712528,4.304664,2.56284,2.35,7.486,5.062176,2.46,1.38432,0.925344,0.6422976,1.392552,0.539784,0.43344,0.530712
Oct-07,5.438664,2.753352,4.245696,2.58552,2.29,7.448,5.062176,2.47,1.39104,0.979776,0.6205248,1.283688,0.539784,0.407232,0.537516
Nov-07,5.3298,2.712528,4.154976,2.594592,2.295,7.524,4.9896,2.46,1.45152,1.006992,0.6314112,1.261008,0.530712,0.366912,0.530712
Dec-07,5.266296,2.748816,4.055184,2.612736,2.24,7.486,5.007744,2.47,1.46496,1.070496,0.6314112,1.2474,0.530712,0.378,0.542052
Jan-08,5.270832,2.649024,4.177656,2.662632,2.28,7.562,5.025888,2.5,1.49184,1.124928,0.7094304,1.256472,0.548856,0.36792,0.54432
Feb-08,5.402376,2.685312,4.10508,2.671704,2.26,7.714,5.007744,2.49,1.51872,1.161216,0.7475328,1.301832,0.553392,0.387072,0.53298
Mar-08,5.366088,2.712528,4.0824,2.63088,2.28,7.676,5.152896,2.5,1.55904,1.197504,0.7584192,1.33812,0.594216,0.381024,0.539784
Apr-08,5.338872,2.76696,4.109616,2.612736,2.25,7.828,5.098464,2.56,1.63296,1.215648,0.8509536,1.33812,0.648648,0.400176,0.539784
May-08,5.384232,2.862216,4.159512,2.69892,2.125,7.866,5.152896,2.53,1.66656,1.279152,0.9035712,1.415232,0.653184,0.417312,0.535248
Jun-08,5.361552,2.807784,4.168584,2.689848,2.205,7.942,5.134752,2.53,1.6464,1.31544,0.925344,1.4742,0.644112,0.45864,0.53298
Jul-08,5.379696,2.780568,4.164048,2.771496,2.22,7.866,5.098464,2.59,1.67328,1.3608,0.943488,1.533168,0.653184,0.489888,0.546588
Aug-08,5.542992,2.825928,4.254768,2.816856,2.275,7.904,5.116608,2.64,1.6464,1.369872,0.934416,1.651104,0.648648,0.557424,0.551124
Sep-08,5.583816,2.957472,4.3092,2.762424,2.25,8.094,5.044032,2.63,1.60608,1.369872,0.9271584,1.832544,0.63504,0.550368,0.551124
Oct-08,5.62464,3.011904,4.250232,2.807784,2.205,8.056,5.17104,2.62,1.65312,1.3608,0.8872416,1.737288,0.65772,0.482832,0.55566
Nov-08,5.665464,3.089016,4.281984,2.930256,2.18,8.132,5.116608,2.61,1.63968,1.378944,0.8781696,1.651104,0.716688,0.520128,0.567
Dec-08,5.665464,3.116232,4.313736,2.78964,2.185,8.132,5.17104,2.64,1.63296,1.369872,0.8418816,1.596672,0.72576,0.523152,0.564732
Jan-09,5.688144,3.057264,4.327344,2.893968,2.29,8.094,5.116608,2.63,1.67328,1.378944,0.8745408,1.65564,0.730296,0.526176,0.567
Feb-09,5.76072,3.134376,4.35456,2.844072,2.365,8.246,5.189184,2.61,1.65984,1.369872,0.8727264,1.492344,0.739368,0.547344,0.569268
Mar-09,5.697216,3.179736,4.449816,2.930256,2.355,8.284,5.26176,2.64,1.68672,1.351728,0.8563968,1.551312,0.752976,0.547344,0.573804
Apr-09,5.887728,3.252312,4.436208,2.9484,2.345,8.284,5.298048,2.59,1.67328,1.297296,0.834624,1.569456,0.757512,0.517104,0.571536
May-09,5.833296,3.206952,4.463424,2.875824,2.28,8.322,5.007744,2.62,1.70016,1.288224,0.8745408,1.56492,0.757512,0.553392,0.580608
Jun-09,5.765256,3.270456,4.386312,2.898504,2.355,8.322,5.116608,2.6,1.67328,1.279152,0.8654688,1.492344,0.757512,0.566496,0.571536
Jul-09,5.733504,3.229632,4.3092,2.898504,2.325,8.246,5.17104,2.6,1.70016,1.31544,0.8763552,1.528632,0.757512,0.56952,0.594216
Aug-09,5.688144,3.179736,4.35456,2.88036,2.355,8.284,5.116608,2.58,1.68672,1.306368,0.8509536,1.51956,0.752976,0.57456,0.587412
Sep-09,5.697216,3.10716,4.35456,2.875824,2.35,8.284,5.116608,2.58,1.67328,1.31544,0.8563968,1.460592,0.72576,0.532224,0.614628
Oct-09,5.633712,3.161592,4.300128,2.862216,2.31,8.322,5.207328,2.59,1.67328,1.297296,0.8146656,1.397088,0.739368,0.455616,0.610092
Nov-09,5.60196,3.19788,4.3092,2.88036,2.21,8.322,5.225472,2.62,1.68,1.288224,0.8237376,1.351728,0.743904,0.455616,0.614628
Dec-09,5.67,3.247776,4.154976,2.90304,2.175,8.322,5.26176,2.6,1.66656,1.288224,0.8237376,1.3608,0.752976,0.430416,0.630504
Jan-10,5.592888,3.202416,4.168584,2.88036,2.255,8.322,5.08032,2.61,1.68672,1.27008,0.86184,1.446984,0.739368,0.414288,0.639576
Feb-10,5.679072,3.343032,4.232088,2.88036,2.31,8.474,4.9896,2.71,1.70688,1.279152,0.8545824,1.410696,0.752976,0.4284,0.659988
Mar-10,5.611032,3.320352,4.091472,2.884896,2.39,8.474,5.044032,2.67,1.7136,1.27008,0.8545824,1.49688,0.74844,0.427392,0.6804
Apr-10,5.688144,3.347568,4.191264,2.943864,2.3,8.436,4.9896,2.68,1.69344,1.206576,0.8600256,1.487808,0.734832,0.425376,0.678132
May-10,5.728968,3.420144,4.336416,2.830464,2.305,8.55,4.826304,2.67,1.63968,1.206576,0.8563968,1.505952,0.734832,0.431424,0.671328
Jun-10,5.592888,3.392928,4.313736,2.835,2.35,8.55,4.971456,2.64,1.67328,1.22472,0.8455104,1.487808,0.734832,0.441504,0.65772
Jul-10,5.615568,3.42468,4.272912,2.952936,2.37,8.55,5.007744,2.66,1.70688,1.197504,0.8455104,1.560384,0.739368,0.495936,0.666792
